policy,obs_frac,t_target,query_target_N,n_configs,regret,normalized_regret,oracle_loss,selected_loss,top1_overlap,top1_hit_rate,top1_best_in_pred,top3_overlap,top3_hit_rate,top3_best_in_pred,top5_overlap,top5_hit_rate,top5_best_in_pred
all_lower_only,0.2,0.8,134561280,27,0.0015379051540209687,0.006633375837023549,1.849080094669176,1.850617999823197,0,0.0,0,3,1.0,1,4,0.8,1
all_lower_only,0.2,0.8,287183360,35,0.013968315787937335,0.0734714474699391,1.667962272685507,1.6819305884734443,0,0.0,0,1,0.3333333333333333,0,3,0.6,1
all_lower_only,0.2,0.8,610488320,8,0.055415254157522575,0.31325359845090534,1.6539893757156703,1.7094046298731929,0,0.0,0,1,0.3333333333333333,0,3,0.6,0
all_lower_only,0.2,0.9,77124608,24,0.0,0.0,1.9360440122977547,1.9360440122977547,1,1.0,1,2,0.6666666666666666,1,4,0.8,1
all_lower_only,0.2,0.9,134561280,27,0.002167751063471446,0.009444096610606034,1.8139769964114478,1.8161447474749193,0,0.0,0,3,1.0,1,4,0.8,1
all_lower_only,0.2,0.9,287183360,35,0.01603187502985426,0.09288238413605622,1.6361752475240956,1.6522071225539499,0,0.0,0,1,0.3333333333333333,0,3,0.6,1
all_lower_only,0.2,0.9,610488320,8,0.03372758512911589,0.270381017411723,1.6386038445286129,1.6723314296577287,0,0.0,0,1,0.3333333333333333,0,3,0.6,0
all_lower_only,0.2,1.0,77124608,24,0.0,0.0,1.8988457918167114,1.8988457918167114,1,1.0,1,2,0.6666666666666666,1,4,0.8,1
all_lower_only,0.2,1.0,134561280,27,0.002615690231323242,0.011314496808612672,1.7854115962982178,1.788027286529541,0,0.0,0,2,0.6666666666666666,1,4,0.8,1
all_lower_only,0.2,1.0,287183360,35,0.01758885383605957,0.11290288023017354,1.6100938320159912,1.6276826858520508,0,0.0,0,1,0.3333333333333333,0,3,0.6,1
all_lower_only,0.2,1.0,610488320,8,0.02389383316040039,0.20294603658042673,1.6192057132720947,1.6430995464324951,0,0.0,0,1,0.3333333333333333,0,3,0.6,1
all_lower_only,0.5,0.6,77124608,24,0.005065582420515025,0.02705176035061743,2.0005139566504435,2.0055795390709585,0,0.0,0,3,1.0,1,5,1.0,1
all_lower_only,0.5,0.6,134561280,27,0.0,0.0,1.8712962215361388,1.8712962215361388,1,1.0,1,3,1.0,1,4,0.8,1
all_lower_only,0.5,0.6,287183360,35,0.009392768134241392,0.04759023196573238,1.6918271078234135,1.701219875957655,0,0.0,0,1,0.3333333333333333,0,3,0.6,1
all_lower_only,0.5,0.6,610488320,8,0.05709798488409623,0.3030245619560236,1.6846248105712558,1.741722795455352,0,0.0,0,2,0.6666666666666666,0,4,0.8,0
all_lower_only,0.5,0.7,77124608,24,0.005855433940887389,0.03263559734883978,1.9884876050327136,1.994343038973601,0,0.0,0,3,1.0,1,4,0.8,1
all_lower_only,0.5,0.7,134561280,27,0.00019634443780658373,0.00080923848354849,1.8591603194112363,1.8593566638490429,0,0.0,0,3,1.0,1,4,0.8,1
all_lower_only,0.5,0.7,287183360,35,0.010633991262187115,0.0551383860951871,1.6781197503131369,1.688753741575324,0,0.0,0,1,0.3333333333333333,0,4,0.8,1
all_lower_only,0.5,0.7,610488320,8,0.034898977424787425,0.21786077070149976,1.6889800547309544,1.7238790321557418,0,0.0,0,2,0.6666666666666666,0,4,0.8,0
all_lower_only,0.5,0.8,77124608,24,0.005123673107313209,0.03004719164588925,1.978469957559005,1.9835936306663182,0,0.0,0,3,1.0,1,4,0.8,1
all_lower_only,0.5,0.8,134561280,27,0.0015379051540209687,0.006633375837023549,1.849080094669176,1.850617999823197,0,0.0,0,3,1.0,1,4,0.8,1
all_lower_only,0.5,0.8,287183360,35,0.010293624027915671,0.05414306696125948,1.667962272685507,1.6782558967134227,0,0.0,0,1,0.3333333333333333,0,4,0.8,1
all_lower_only,0.5,0.8,610488320,8,0.055415254157522575,0.31325359845090534,1.6539893757156703,1.7094046298731929,0,0.0,0,2,0.6666666666666666,0,4,0.8,0
all_lower_only,0.5,0.9,77124608,24,0.005240533953127624,0.031083632564438024,1.9360440122977547,1.9412845462508823,0,0.0,0,3,1.0,1,4,0.8,1
all_lower_only,0.5,0.9,134561280,27,0.002167751063471446,0.009444096610606034,1.8139769964114478,1.8161447474749193,0,0.0,0,3,1.0,1,5,1.0,1
all_lower_only,0.5,0.9,287183360,35,0.011647595094597785,0.0674815890108339,1.6361752475240956,1.6478228426186934,0,0.0,0,1,0.3333333333333333,0,3,0.6,1
all_lower_only,0.5,0.9,610488320,8,0.03372758512911589,0.270381017411723,1.6386038445286129,1.6723314296577287,0,0.0,0,1,0.3333333333333333,0,3,0.6,0
all_lower_only,0.5,1.0,77124608,24,0.004938006401062012,0.028730398402533528,1.8988457918167114,1.9037837982177734,0,0.0,0,3,1.0,1,4,0.8,1
